timestamp;tag_name;value
20230721T163737;pv;-82.55
20230721T163737;set-ll;-90.0
20230721T163737;set-l;-88.0
20230721T163737;set-h;-72.0
20230721T163737;set-hh;-70.0
20230721T163738;pv;-82.55
20230721T163738;set-ll;-90.0
20230721T163738;set-l;-88.0
20230721T163738;set-h;-72.0
20230721T163738;set-hh;-70.0
20230721T163739;pv;-82.55
20230721T163739;set-ll;-90.0
20230721T163739;set-l;-88.0
20230721T163739;set-h;-72.0
20230721T163739;set-hh;-70.0
20230721T163740;pv;-82.55
20230721T163740;set-ll;-90.0
20230721T163740;set-l;-88.0
20230721T163740;set-h;-72.0
20230721T163740;set-hh;-70.0
20230721T163741;pv;-82.55
20230721T163741;set-ll;-90.0
20230721T163741;set-l;-88.0
20230721T163741;set-h;-72.0
20230721T163741;set-hh;-70.0
20230721T163742;pv;-82.55
20230721T163742;set-ll;-90.0
20230721T163742;set-l;-88.0
20230721T163742;set-h;-72.0
20230721T163742;set-hh;-70.0
20230721T163743;pv;-82.52
20230721T163743;set-ll;-90.0
20230721T163743;set-l;-88.0
20230721T163743;set-h;-72.0
20230721T163743;set-hh;-70.0
20230721T163744;pv;-82.52
20230721T163744;set-ll;-90.0
20230721T163744;set-l;-88.0
20230721T163744;set-h;-72.0
20230721T163744;set-hh;-70.0
20230721T163745;pv;-82.55
20230721T163745;set-ll;-90.0
20230721T163745;set-l;-88.0
20230721T163745;set-h;-72.0
20230721T163746;set-hh;-70.0
20230721T163747;pv;-82.52
20230721T163747;set-ll;-90.0
20230721T163747;set-l;-88.0
20230721T163747;set-h;-72.0
20230721T163747;set-hh;-70.0
20230721T163748;pv;-82.55
20230721T163748;set-ll;-90.0
20230721T163748;set-l;-88.0
20230721T163748;set-h;-72.0
20230721T163748;set-hh;-70.0
20230721T163749;pv;-82.52
20230721T163749;set-ll;-90.0
20230721T163749;set-l;-88.0
20230721T163749;set-h;-72.0
20230721T163749;set-hh;-70.0
20230721T163750;pv;-82.52
20230721T163750;set-ll;-90.0
20230721T163750;set-l;-88.0
20230721T163750;set-h;-72.0
20230721T163750;set-hh;-70.0
20230721T163751;pv;-82.52
20230721T163751;set-ll;-90.0
20230721T163751;set-l;-88.0
20230721T163751;set-h;-72.0
20230721T163751;set-hh;-70.0
20230721T163752;pv;-82.52
20230721T163752;set-ll;-90.0
20230721T163752;set-l;-88.0
20230721T163752;set-h;-72.0
20230721T163752;set-hh;-70.0
20230721T163753;pv;-82.49
20230721T163753;set-ll;-90.0
20230721T163753;set-l;-88.0
20230721T163753;set-h;-72.0
20230721T163753;set-hh;-70.0
20230721T163754;pv;-82.49
20230721T163754;set-ll;-90.0
20230721T163754;set-l;-88.0
20230721T163754;set-h;-72.0
20230721T163754;set-hh;-70.0
20230721T163755;pv;-82.49
20230721T163755;set-ll;-90.0
20230721T163755;set-l;-88.0
20230721T163755;set-h;-72.0
20230721T163755;set-hh;-70.0
20230721T163756;pv;-82.52
20230721T163756;set-ll;-90.0
20230721T163756;set-l;-88.0
20230721T163756;set-h;-72.0
20230721T163756;set-hh;-70.0
20230721T163757;pv;-82.52
20230721T163757;set-ll;-90.0
20230721T163758;set-l;-88.0
20230721T163758;set-h;-72.0
20230721T163758;set-hh;-70.0
20230721T163759;pv;-82.52
20230721T163759;set-ll;-90.0
20230721T163759;set-l;-88.0
20230721T163759;set-h;-72.0
20230721T163759;set-hh;-70.0
20230721T163800;pv;-82.49
20230721T163800;set-ll;-90.0
20230721T163800;set-l;-88.0
20230721T163800;set-h;-72.0
20230721T163800;set-hh;-70.0
20230721T163801;pv;-82.52
20230721T163801;set-ll;-90.0
20230721T163801;set-l;-88.0
20230721T163801;set-h;-72.0
20230721T163801;set-hh;-70.0
20230721T163802;pv;-82.49
20230721T163802;set-ll;-90.0
20230721T163802;set-l;-88.0
20230721T163802;set-h;-72.0
20230721T163802;set-hh;-70.0
20230721T163803;pv;-82.49
20230721T163803;set-ll;-90.0
20230721T163803;set-l;-88.0
20230721T163803;set-h;-72.0
20230721T163803;set-hh;-70.0
20230721T163804;pv;-82.49
20230721T163804;set-ll;-90.0
20230721T163804;set-l;-88.0
20230721T163804;set-h;-72.0
20230721T163804;set-hh;-70.0
20230721T163805;pv;-82.49
20230721T163805;set-ll;-90.0
20230721T163805;set-l;-88.0
20230721T163805;set-h;-72.0
20230721T163805;set-hh;-70.0
20230721T163806;pv;-82.49
20230721T163806;set-ll;-90.0
20230721T163806;set-l;-88.0
20230721T163806;set-h;-72.0
20230721T163806;set-hh;-70.0
20230721T163807;pv;-82.47
20230721T163807;set-ll;-90.0
20230721T163807;set-l;-88.0
20230721T163807;set-h;-72.0
20230721T163807;set-hh;-70.0
20230721T163808;pv;-82.47
20230721T163808;set-ll;-90.0
20230721T163808;set-l;-88.0
20230721T163808;set-h;-72.0
20230721T163808;set-hh;-70.0
20230721T163810;pv;-82.49
20230721T163810;set-ll;-90.0
20230721T163810;set-l;-88.0
20230721T163810;set-h;-72.0
20230721T163810;set-hh;-70.0
20230721T163811;pv;-82.47
20230721T163811;set-ll;-90.0
20230721T163811;set-l;-88.0
20230721T163811;set-h;-72.0
20230721T163811;set-hh;-70.0
20230721T163812;pv;-82.47
20230721T163812;set-ll;-90.0
20230721T163812;set-l;-88.0
20230721T163812;set-h;-72.0
20230721T163812;set-hh;-70.0
20230721T163813;pv;-82.47
20230721T163813;set-ll;-90.0
20230721T163813;set-l;-88.0
20230721T163813;set-h;-72.0
20230721T163813;set-hh;-70.0
20230721T163814;pv;-82.47
20230721T163814;set-ll;-90.0
20230721T163814;set-l;-88.0
20230721T163814;set-h;-72.0
20230721T163814;set-hh;-70.0
20230721T163815;pv;-82.47
20230721T163815;set-ll;-90.0
20230721T163815;set-l;-88.0
20230721T163815;set-h;-72.0
20230721T163815;set-hh;-70.0
20230721T163816;pv;-82.44
20230721T163816;set-ll;-90.0
20230721T163816;set-l;-88.0
20230721T163816;set-h;-72.0
20230721T163816;set-hh;-70.0
20230721T163817;pv;-82.47
20230721T163817;set-ll;-90.0
20230721T163817;set-l;-88.0
20230721T163817;set-h;-72.0
20230721T163817;set-hh;-70.0
20230721T163818;pv;-82.47
20230721T163818;set-ll;-90.0
20230721T163818;set-l;-88.0
20230721T163818;set-h;-72.0
20230721T163818;set-hh;-70.0
20230721T163819;pv;-82.47
20230721T163819;set-ll;-90.0
20230721T163819;set-l;-88.0
20230721T163819;set-h;-72.0
20230721T163819;set-hh;-70.0
20230721T163820;pv;-82.44
20230721T163820;set-ll;-90.0
20230721T163820;set-l;-88.0
20230721T163820;set-h;-72.0
20230721T163821;set-hh;-70.0
20230721T163822;pv;-82.44
20230721T163822;set-ll;-90.0
20230721T163822;set-l;-88.0
20230721T163822;set-h;-72.0
20230721T163822;set-hh;-70.0
20230721T163823;pv;-82.44
20230721T163823;set-ll;-90.0
20230721T163823;set-l;-88.0
20230721T163823;set-h;-72.0
20230721T163823;set-hh;-70.0
20230721T163824;pv;-82.44
20230721T163824;set-ll;-90.0
20230721T163824;set-l;-88.0
20230721T163824;set-h;-72.0
20230721T163824;set-hh;-70.0
20230721T163825;pv;-82.44
20230721T163825;set-ll;-90.0
20230721T163825;set-l;-88.0
20230721T163825;set-h;-72.0
20230721T163825;set-hh;-70.0
20230721T163826;pv;-82.44
20230721T163826;set-ll;-90.0
20230721T163826;set-l;-88.0
20230721T163826;set-h;-72.0
20230721T163826;set-hh;-70.0
20230721T163827;pv;-82.41
20230721T163827;set-ll;-90.0
20230721T163827;set-l;-88.0
20230721T163827;set-h;-72.0
20230721T163827;set-hh;-70.0
20230721T163828;pv;-82.41
20230721T163828;set-ll;-90.0
20230721T163828;set-l;-88.0
20230721T163828;set-h;-72.0
20230721T163828;set-hh;-70.0
20230721T163829;pv;-82.44
20230721T163829;set-ll;-90.0
20230721T163829;set-l;-88.0
20230721T163829;set-h;-72.0
20230721T163829;set-hh;-70.0
20230721T163830;pv;-82.41
20230721T163830;set-ll;-90.0
20230721T163830;set-l;-88.0
20230721T163830;set-h;-72.0
20230721T163830;set-hh;-70.0
20230721T163831;pv;-82.41
20230721T163831;set-ll;-90.0
20230721T163831;set-l;-88.0
20230721T163831;set-h;-72.0
20230721T163831;set-hh;-70.0
20230721T163832;pv;-82.41
20230721T163832;set-ll;-90.0
20230721T163833;set-l;-88.0
20230721T163833;set-h;-72.0
20230721T163833;set-hh;-70.0
20230721T163834;pv;-82.41
20230721T163834;set-ll;-90.0
20230721T163834;set-l;-88.0
20230721T163834;set-h;-72.0
20230721T163834;set-hh;-70.0
20230721T163835;pv;-82.41
20230721T163835;set-ll;-90.0
20230721T163835;set-l;-88.0
20230721T163835;set-h;-72.0
20230721T163835;set-hh;-70.0
20230721T163836;pv;-82.41
20230721T163836;set-ll;-90.0
20230721T163836;set-l;-88.0
20230721T163836;set-h;-72.0
20230721T163836;set-hh;-70.0
20230721T163837;pv;-82.41
20230721T163837;set-ll;-90.0
20230721T163837;set-l;-88.0
20230721T163837;set-h;-72.0
20230721T163837;set-hh;-70.0
20230721T163838;pv;-82.41
20230721T163838;set-ll;-90.0
20230721T163838;set-l;-88.0
20230721T163838;set-h;-72.0
20230721T163838;set-hh;-70.0
20230721T163839;pv;-82.41
20230721T163839;set-ll;-90.0
20230721T163839;set-l;-88.0
20230721T163839;set-h;-72.0
20230721T163839;set-hh;-70.0
20230721T163840;pv;-82.41
20230721T163840;set-ll;-90.0
20230721T163840;set-l;-88.0
20230721T163840;set-h;-72.0
20230721T163840;set-hh;-70.0
20230721T163841;pv;-82.41
20230721T163841;set-ll;-90.0
20230721T163841;set-l;-88.0
20230721T163841;set-h;-72.0
20230721T163841;set-hh;-70.0
20230721T163842;pv;-82.41
20230721T163842;set-ll;-90.0
20230721T163842;set-l;-88.0
20230721T163842;set-h;-72.0
20230721T163842;set-hh;-70.0
20230721T163843;pv;-82.38
20230721T163843;set-ll;-90.0
20230721T163843;set-l;-88.0
20230721T163843;set-h;-72.0
20230721T163843;set-hh;-70.0
20230721T163844;pv;-82.38
20230721T163845;set-ll;-90.0
20230721T163845;set-l;-88.0
20230721T163845;set-h;-72.0
20230721T163845;set-hh;-70.0
20230721T163846;pv;-82.38
20230721T163846;set-ll;-90.0
20230721T163846;set-l;-88.0
20230721T163846;set-h;-72.0
20230721T163846;set-hh;-70.0
20230721T163847;pv;-82.38
20230721T163847;set-ll;-90.0
20230721T163847;set-l;-88.0
20230721T163847;set-h;-72.0
20230721T163847;set-hh;-70.0
20230721T163848;pv;-82.38
20230721T163848;set-ll;-90.0
20230721T163848;set-l;-88.0
20230721T163848;set-h;-72.0
20230721T163848;set-hh;-70.0
20230721T163849;pv;-82.38
20230721T163849;set-ll;-90.0
20230721T163849;set-l;-88.0
20230721T163849;set-h;-72.0
20230721T163849;set-hh;-70.0
20230721T163850;pv;-82.38
20230721T163850;set-ll;-90.0
20230721T163850;set-l;-88.0
20230721T163850;set-h;-72.0
20230721T163850;set-hh;-70.0
20230721T163851;pv;-82.38
20230721T163851;set-ll;-90.0
20230721T163851;set-l;-88.0
20230721T163851;set-h;-72.0
20230721T163851;set-hh;-70.0
20230721T163852;pv;-82.38
20230721T163852;set-ll;-90.0
20230721T163852;set-l;-88.0
20230721T163852;set-h;-72.0
20230721T163852;set-hh;-70.0
20230721T163853;pv;-82.38
20230721T163853;set-ll;-90.0
20230721T163853;set-l;-88.0
20230721T163853;set-h;-72.0
20230721T163853;set-hh;-70.0
20230721T163854;pv;-82.38
20230721T163854;set-ll;-90.0
20230721T163854;set-l;-88.0
20230721T163854;set-h;-72.0
20230721T163854;set-hh;-70.0
20230721T163855;pv;-82.38
20230721T163855;set-ll;-90.0
20230721T163855;set-l;-88.0
20230721T163856;set-h;-72.0
20230721T163856;set-hh;-70.0
20230721T163857;pv;-82.38
20230721T163857;set-ll;-90.0
20230721T163857;set-l;-88.0
20230721T163857;set-h;-72.0
20230721T163857;set-hh;-70.0
20230721T163858;pv;-82.38
20230721T163858;set-ll;-90.0
20230721T163858;set-l;-88.0
20230721T163858;set-h;-72.0
20230721T163858;set-hh;-70.0
20230721T163859;pv;-82.38
20230721T163859;set-ll;-90.0
20230721T163859;set-l;-88.0
20230721T163859;set-h;-72.0
20230721T163859;set-hh;-70.0
20230721T163900;pv;-82.38
20230721T163900;set-ll;-90.0
20230721T163900;set-l;-88.0
20230721T163900;set-h;-72.0
20230721T163900;set-hh;-70.0
20230721T163901;pv;-82.38
20230721T163901;set-ll;-90.0
20230721T163901;set-l;-88.0
20230721T163901;set-h;-72.0
20230721T163901;set-hh;-70.0
20230721T163902;pv;-82.38
20230721T163902;set-ll;-90.0
20230721T163902;set-l;-88.0
20230721T163902;set-h;-72.0
20230721T163902;set-hh;-70.0
20230721T163903;pv;-82.35
20230721T163903;set-ll;-90.0
20230721T163903;set-l;-88.0
20230721T163903;set-h;-72.0
20230721T163903;set-hh;-70.0
20230721T163904;pv;-82.38
20230721T163904;set-ll;-90.0
20230721T163904;set-l;-88.0
20230721T163904;set-h;-72.0
20230721T163904;set-hh;-70.0
20230721T163905;pv;-82.35
20230721T163905;set-ll;-90.0
20230721T163905;set-l;-88.0
20230721T163905;set-h;-72.0
20230721T163905;set-hh;-70.0
20230721T163907;pv;-82.32
20230721T163907;set-ll;-90.0
20230721T163907;set-l;-88.0
20230721T163907;set-h;-72.0
20230721T163907;set-hh;-70.0
20230721T163908;pv;-82.35
20230721T163908;set-ll;-90.0
20230721T163908;set-l;-88.0
20230721T163908;set-h;-72.0
20230721T163908;set-hh;-70.0
20230721T163909;pv;-82.35
20230721T163909;set-ll;-90.0
20230721T163909;set-l;-88.0
20230721T163909;set-h;-72.0
20230721T163909;set-hh;-70.0
20230721T163910;pv;-82.35
20230721T163910;set-ll;-90.0
20230721T163910;set-l;-88.0
20230721T163910;set-h;-72.0
20230721T163910;set-hh;-70.0
20230721T163911;pv;-82.32
20230721T163911;set-ll;-90.0
20230721T163911;set-l;-88.0
20230721T163911;set-h;-72.0
20230721T163911;set-hh;-70.0
20230721T163912;pv;-82.35
20230721T163912;set-ll;-90.0
20230721T163912;set-l;-88.0
20230721T163912;set-h;-72.0
20230721T163912;set-hh;-70.0
20230721T163913;pv;-82.35
20230721T163913;set-ll;-90.0
20230721T163913;set-l;-88.0
20230721T163913;set-h;-72.0
20230721T163913;set-hh;-70.0
20230721T163914;pv;-82.32
20230721T163914;set-ll;-90.0
20230721T163914;set-l;-88.0
20230721T163914;set-h;-72.0
20230721T163914;set-hh;-70.0
20230721T163915;pv;-82.32
20230721T163915;set-ll;-90.0
20230721T163915;set-l;-88.0
20230721T163915;set-h;-72.0
20230721T163915;set-hh;-70.0
20230721T163916;pv;-82.32
20230721T163916;set-ll;-90.0
20230721T163916;set-l;-88.0
20230721T163916;set-h;-72.0
20230721T163916;set-hh;-70.0
20230721T163917;pv;-82.32
20230721T163917;set-ll;-90.0
20230721T163917;set-l;-88.0
20230721T163917;set-h;-72.0
20230721T163918;set-hh;-70.0
20230721T163919;pv;-82.32
20230721T163919;set-ll;-90.0
20230721T163919;set-l;-88.0
20230721T163919;set-h;-72.0
20230721T163919;set-hh;-70.0
20230721T163920;pv;-82.32
20230721T163920;set-ll;-90.0
20230721T163920;set-l;-88.0
20230721T163920;set-h;-72.0
20230721T163920;set-hh;-70.0
20230721T163921;pv;-82.32
20230721T163921;set-ll;-90.0
20230721T163921;set-l;-88.0
20230721T163921;set-h;-72.0
20230721T163921;set-hh;-70.0
20230721T163922;pv;-82.32
20230721T163922;set-ll;-90.0
20230721T163922;set-l;-88.0
20230721T163922;set-h;-72.0
20230721T163922;set-hh;-70.0
20230721T163923;pv;-82.32
20230721T163923;set-ll;-90.0
20230721T163923;set-l;-88.0
20230721T163923;set-h;-72.0
20230721T163923;set-hh;-70.0
20230721T163924;pv;-82.32
20230721T163924;set-ll;-90.0
20230721T163924;set-l;-88.0
20230721T163924;set-h;-72.0
20230721T163924;set-hh;-70.0
20230721T163925;pv;-82.32
20230721T163925;set-ll;-90.0
20230721T163925;set-l;-88.0
20230721T163925;set-h;-72.0
20230721T163925;set-hh;-70.0
20230721T163926;pv;-82.29
20230721T163926;set-ll;-90.0
20230721T163926;set-l;-88.0
20230721T163926;set-h;-72.0
20230721T163926;set-hh;-70.0
20230721T163927;pv;-82.32
20230721T163927;set-ll;-90.0
20230721T163927;set-l;-88.0
20230721T163927;set-h;-72.0
20230721T163927;set-hh;-70.0
20230721T163928;pv;-82.32
20230721T163928;set-ll;-90.0
20230721T163928;set-l;-88.0
20230721T163928;set-h;-72.0
20230721T163928;set-hh;-70.0
20230721T163929;pv;-82.32
20230721T163929;set-ll;-90.0
20230721T163929;set-l;-88.0
20230721T163930;set-h;-72.0
20230721T163930;set-hh;-70.0
20230721T163931;pv;-82.32
20230721T163931;set-ll;-90.0
20230721T163931;set-l;-88.0
20230721T163931;set-h;-72.0
20230721T163931;set-hh;-70.0
20230721T163932;pv;-82.29
20230721T163932;set-ll;-90.0
20230721T163932;set-l;-88.0
20230721T163932;set-h;-72.0
20230721T163932;set-hh;-70.0
20230721T163933;pv;-82.32
20230721T163933;set-ll;-90.0
20230721T163933;set-l;-88.0
20230721T163933;set-h;-72.0
20230721T163933;set-hh;-70.0
20230721T163934;pv;-82.32
20230721T163934;set-ll;-90.0
20230721T163934;set-l;-88.0
20230721T163934;set-h;-72.0
20230721T163934;set-hh;-70.0
20230721T163935;pv;-82.32
20230721T163935;set-ll;-90.0
20230721T163935;set-l;-88.0
20230721T163935;set-h;-72.0
20230721T163935;set-hh;-70.0
20230721T163936;pv;-82.29
20230721T163936;set-ll;-90.0
20230721T163936;set-l;-88.0
20230721T163936;set-h;-72.0
20230721T163936;set-hh;-70.0
20230721T163937;pv;-82.32
20230721T163937;set-ll;-90.0
20230721T163937;set-l;-88.0
20230721T163937;set-h;-72.0
20230721T163937;set-hh;-70.0
20230721T163938;pv;-82.29
20230721T163938;set-ll;-90.0
20230721T163938;set-l;-88.0
20230721T163938;set-h;-72.0
20230721T163938;set-hh;-70.0
20230721T163939;pv;-82.29
20230721T163939;set-ll;-90.0
20230721T163939;set-l;-88.0
20230721T163939;set-h;-72.0
20230721T163939;set-hh;-70.0
20230721T163940;pv;-82.29
20230721T163940;set-ll;-90.0
20230721T163940;set-l;-88.0
20230721T163940;set-h;-72.0
20230721T163940;set-hh;-70.0
20230721T163941;pv;-82.29
20230721T163942;set-ll;-90.0
20230721T163942;set-l;-88.0
20230721T163942;set-h;-72.0
20230721T163942;set-hh;-70.0
20230721T163943;pv;-82.29
20230721T163943;set-ll;-90.0
20230721T163943;set-l;-88.0
20230721T163943;set-h;-72.0
20230721T163943;set-hh;-70.0
20230721T163944;pv;-82.26
20230721T163944;set-ll;-90.0
20230721T163944;set-l;-88.0
20230721T163944;set-h;-72.0
20230721T163944;set-hh;-70.0
20230721T163945;pv;-82.29
20230721T163945;set-ll;-90.0
20230721T163945;set-l;-88.0
20230721T163945;set-h;-72.0
20230721T163945;set-hh;-70.0
20230721T163946;pv;-82.29
20230721T163946;set-ll;-90.0
20230721T163946;set-l;-88.0
20230721T163946;set-h;-72.0
20230721T163946;set-hh;-70.0
20230721T163947;pv;-82.29
20230721T163947;set-ll;-90.0
20230721T163947;set-l;-88.0
20230721T163947;set-h;-72.0
20230721T163947;set-hh;-70.0
20230721T163948;pv;-82.29
20230721T163948;set-ll;-90.0
20230721T163948;set-l;-88.0
20230721T163948;set-h;-72.0
20230721T163948;set-hh;-70.0
20230721T163949;pv;-82.29
20230721T163949;set-ll;-90.0
20230721T163949;set-l;-88.0
20230721T163949;set-h;-72.0
20230721T163949;set-hh;-70.0
20230721T163950;pv;-82.26
20230721T163950;set-ll;-90.0
20230721T163950;set-l;-88.0
20230721T163950;set-h;-72.0
20230721T163950;set-hh;-70.0
20230721T163951;pv;-82.26
20230721T163951;set-ll;-90.0
20230721T163951;set-l;-88.0
20230721T163951;set-h;-72.0
20230721T163951;set-hh;-70.0
20230721T163952;pv;-82.29
20230721T163952;set-ll;-90.0
20230721T163952;set-l;-88.0
20230721T163952;set-h;-72.0
20230721T163953;set-hh;-70.0
20230721T163954;pv;-82.26
20230721T163954;set-ll;-90.0
20230721T163954;set-l;-88.0
20230721T163954;set-h;-72.0
20230721T163954;set-hh;-70.0
20230721T163955;pv;-82.23
20230721T163955;set-ll;-90.0
20230721T163955;set-l;-88.0
20230721T163955;set-h;-72.0
20230721T163955;set-hh;-70.0
20230721T163956;pv;-82.29
20230721T163956;set-ll;-90.0
20230721T163956;set-l;-88.0
20230721T163956;set-h;-72.0
20230721T163956;set-hh;-70.0
20230721T163957;pv;-82.26
20230721T163957;set-ll;-90.0
20230721T163957;set-l;-88.0
20230721T163957;set-h;-72.0
20230721T163957;set-hh;-70.0
20230721T163958;pv;-82.26
20230721T163958;set-ll;-90.0
20230721T163958;set-l;-88.0
20230721T163958;set-h;-72.0
20230721T163958;set-hh;-70.0
20230721T163959;pv;-82.23
20230721T163959;set-ll;-90.0
20230721T163959;set-l;-88.0
20230721T163959;set-h;-72.0
20230721T163959;set-hh;-70.0
20230721T164000;pv;-82.26
20230721T164000;set-ll;-90.0
20230721T164000;set-l;-88.0
20230721T164000;set-h;-72.0
20230721T164000;set-hh;-70.0
20230721T164001;pv;-82.26
20230721T164001;set-ll;-90.0
20230721T164001;set-l;-88.0
20230721T164001;set-h;-72.0
20230721T164001;set-hh;-70.0
20230721T164002;pv;-82.26
20230721T164002;set-ll;-90.0
20230721T164002;set-l;-88.0
20230721T164002;set-h;-72.0
20230721T164002;set-hh;-70.0
20230721T164003;pv;-82.23
20230721T164003;set-ll;-90.0
20230721T164003;set-l;-88.0
20230721T164003;set-h;-72.0
20230721T164003;set-hh;-70.0
20230721T164004;pv;-82.23
20230721T164004;set-ll;-90.0
20230721T164004;set-l;-88.0
20230721T164005;set-h;-72.0
20230721T164005;set-hh;-70.0
20230721T164006;pv;-82.23
20230721T164006;set-ll;-90.0
20230721T164006;set-l;-88.0
20230721T164006;set-h;-72.0
20230721T164006;set-hh;-70.0
20230721T164007;pv;-82.23
20230721T164007;set-ll;-90.0
20230721T164007;set-l;-88.0
20230721T164007;set-h;-72.0
20230721T164007;set-hh;-70.0
20230721T164008;pv;-82.23
20230721T164008;set-ll;-90.0
20230721T164008;set-l;-88.0
20230721T164008;set-h;-72.0
20230721T164008;set-hh;-70.0
20230721T164009;pv;-82.23
20230721T164009;set-ll;-90.0
20230721T164009;set-l;-88.0
20230721T164009;set-h;-72.0
20230721T164009;set-hh;-70.0
20230721T164010;pv;-82.23
20230721T164010;set-ll;-90.0
20230721T164010;set-l;-88.0
20230721T164010;set-h;-72.0
20230721T164010;set-hh;-70.0
20230721T164011;pv;-82.23
20230721T164011;set-ll;-90.0
20230721T164011;set-l;-88.0
20230721T164011;set-h;-72.0
20230721T164011;set-hh;-70.0
20230721T164012;pv;-82.2
20230721T164012;set-ll;-90.0
20230721T164012;set-l;-88.0
20230721T164012;set-h;-72.0
20230721T164012;set-hh;-70.0
20230721T164013;pv;-82.23
20230721T164013;set-ll;-90.0
20230721T164013;set-l;-88.0
20230721T164013;set-h;-72.0
20230721T164013;set-hh;-70.0
20230721T164014;pv;-82.23
20230721T164014;set-ll;-90.0
20230721T164014;set-l;-88.0
20230721T164014;set-h;-72.0
20230721T164014;set-hh;-70.0
20230721T164015;pv;-82.23
20230721T164015;set-ll;-90.0
20230721T164015;set-l;-88.0
20230721T164015;set-h;-72.0
20230721T164015;set-hh;-70.0
20230721T164017;pv;-82.23
20230721T164017;set-ll;-90.0
20230721T164017;set-l;-88.0
20230721T164017;set-h;-72.0
20230721T164017;set-hh;-70.0
20230721T164018;pv;-82.2
20230721T164018;set-ll;-90.0
20230721T164018;set-l;-88.0
20230721T164018;set-h;-72.0
20230721T164018;set-hh;-70.0
20230721T164019;pv;-82.23
20230721T164019;set-ll;-90.0
20230721T164019;set-l;-88.0
20230721T164019;set-h;-72.0
20230721T164019;set-hh;-70.0
20230721T164020;pv;-82.2
20230721T164020;set-ll;-90.0
20230721T164020;set-l;-88.0
20230721T164020;set-h;-72.0
20230721T164020;set-hh;-70.0
20230721T164021;pv;-82.2
20230721T164021;set-ll;-90.0
20230721T164021;set-l;-88.0
20230721T164021;set-h;-72.0
20230721T164021;set-hh;-70.0
20230721T164022;pv;-82.23
20230721T164022;set-ll;-90.0
20230721T164022;set-l;-88.0
20230721T164022;set-h;-72.0
20230721T164022;set-hh;-70.0
20230721T164023;pv;-82.2
20230721T164023;set-ll;-90.0
20230721T164023;set-l;-88.0
20230721T164023;set-h;-72.0
20230721T164023;set-hh;-70.0
20230721T164024;pv;-82.23
20230721T164024;set-ll;-90.0
20230721T164024;set-l;-88.0
20230721T164024;set-h;-72.0
20230721T164024;set-hh;-70.0
20230721T164025;pv;-82.2
20230721T164025;set-ll;-90.0
20230721T164025;set-l;-88.0
20230721T164025;set-h;-72.0
20230721T164025;set-hh;-70.0
20230721T164026;pv;-82.2
20230721T164026;set-ll;-90.0
20230721T164026;set-l;-88.0
20230721T164026;set-h;-72.0
20230721T164026;set-hh;-70.0
20230721T164027;pv;-82.2
20230721T164027;set-ll;-90.0
20230721T164027;set-l;-88.0
20230721T164027;set-h;-72.0
20230721T164028;set-hh;-70.0
20230721T164029;pv;-82.2
20230721T164029;set-ll;-90.0
20230721T164029;set-l;-88.0
20230721T164029;set-h;-72.0
20230721T164029;set-hh;-70.0
20230721T164030;pv;-82.2
20230721T164030;set-ll;-90.0
20230721T164030;set-l;-88.0
20230721T164030;set-h;-72.0
20230721T164030;set-hh;-70.0
20230721T164031;pv;-82.18
20230721T164031;set-ll;-90.0
20230721T164031;set-l;-88.0
20230721T164031;set-h;-72.0
20230721T164031;set-hh;-70.0
20230721T164032;pv;-82.2
20230721T164032;set-ll;-90.0
20230721T164032;set-l;-88.0
20230721T164032;set-h;-72.0
20230721T164032;set-hh;-70.0
20230721T164033;pv;-82.18
20230721T164033;set-ll;-90.0
20230721T164033;set-l;-88.0
20230721T164033;set-h;-72.0
20230721T164033;set-hh;-70.0
20230721T164034;pv;-82.2
20230721T164034;set-ll;-90.0
20230721T164034;set-l;-88.0
20230721T164034;set-h;-72.0
20230721T164034;set-hh;-70.0
20230721T164035;pv;-82.2
20230721T164035;set-ll;-90.0
20230721T164035;set-l;-88.0
20230721T164035;set-h;-72.0
20230721T164035;set-hh;-70.0
20230721T164036;pv;-82.18
20230721T164036;set-ll;-90.0
20230721T164036;set-l;-88.0
20230721T164036;set-h;-72.0
20230721T164036;set-hh;-70.0
20230721T164037;pv;-82.2
20230721T164037;set-ll;-90.0
20230721T164037;set-l;-88.0
20230721T164037;set-h;-72.0
20230721T164037;set-hh;-70.0
20230721T164038;pv;-82.2
20230721T164038;set-ll;-90.0
20230721T164038;set-l;-88.0
20230721T164038;set-h;-72.0
20230721T164038;set-hh;-70.0
20230721T164039;pv;-82.18
20230721T164039;set-ll;-90.0
20230721T164040;set-l;-88.0
20230721T164040;set-h;-72.0
20230721T164040;set-hh;-70.0
20230721T164041;pv;-82.18
20230721T164041;set-ll;-90.0
20230721T164041;set-l;-88.0
20230721T164041;set-h;-72.0
20230721T164041;set-hh;-70.0
20230721T164042;pv;-82.18
20230721T164042;set-ll;-90.0
20230721T164042;set-l;-88.0
20230721T164042;set-h;-72.0
20230721T164042;set-hh;-70.0
20230721T164043;pv;-82.18
20230721T164043;set-ll;-90.0
20230721T164043;set-l;-88.0
20230721T164043;set-h;-72.0
20230721T164043;set-hh;-70.0
20230721T164044;pv;-82.18
20230721T164044;set-ll;-90.0
20230721T164044;set-l;-88.0
20230721T164044;set-h;-72.0
20230721T164044;set-hh;-70.0
20230721T164045;pv;-82.18
20230721T164045;set-ll;-90.0
20230721T164045;set-l;-88.0
